steamid,player,main_role,total_appearances,total_minutes,atk_rating,mid_rating,def_rating,gk_rating,atk_appearances,mid_appearances,def_appearances,gk_appearances,atk_minutes,mid_minutes,def_minutes,gk_minutes,main_role_rating,display_main_role_rating,rating,last_match_at,is_official_rating
STEAM_0:1:896568847,tinho,ATK,1,125,6.42,,,,1,0,0,0,125,0,0,0,6.42,,,2025-11-02 03:38:46,False
STEAM_0:0:803464681,Tinho,MID,6,406,6.2,6.68,,6.3,1,4,0,1,92,272,0,42,6.68,,,2025-05-19 01:30:29,False
STEAM_0:0:634869277,tookey,ATK,37,2658,7.11,6.66,7.09,6.41,13,4,10,10,1085,354,800,419,7.11,,,2025-05-05 21:33:39,False
STEAM_0:1:932162165,"tung marat ?""""""""",DEF,3,228,6.26,,6.22,5.9,1,0,1,1,100,0,102,26,6.22,,,2026-06-18 20:12:47,False
STEAM_0:0:785930707,UltimaIC,MID,1,31,,6.38,,,0,1,0,0,0,31,0,0,6.38,,,2026-08-22 22:07:36,False
STEAM_0:0:652976830,VaLlEgOaT,DEF,4,144,,6.22,6.42,6.09,0,1,2,1,0,0,109,35,6.42,,,2026-07-03 00:21:07,False
STEAM_0:0:649855797,Valverde,ATK,1,3,6.16,,,,1,0,0,0,3,0,0,0,6.16,,,2026-03-15 20:41:20,False
STEAM_0:0:145838481,valya,DEF,1,18,,,6.22,,0,0,1,0,0,0,18,0,6.22,,,2026-01-05 02:06:19,False
STEAM_0:1:542660984,Vendelin,DEF,1,48,,,6.21,,0,0,1,0,0,0,48,0,6.21,,,2025-05-01 01:03:53,False
STEAM_0:0:187022794,vincenchus,DEF,1,3,,,6.18,,0,0,1,0,0,0,3,0,6.18,,,2026-03-23 00:38:03,False
STEAM_0:1:758950542,vini,MID,25,1907,6.49,7.51,7.44,6.29,2,11,8,4,130,906,660,211,7.51,,,2026-07-31 00:51:10,False
STEAM_0:1:562471076,visix,ATK,2,136,6.14,,,,2,0,0,0,136,0,0,0,6.14,,,2026-03-14 21:19:44,False
STEAM_0:0:632278086,w w w,ATK,3,252,6.45,,,,3,0,0,0,252,0,0,0,6.45,,,2025-02-27 01:21:50,False
STEAM_0:1:571823699,wasaaa,ATK,1,93,6.41,,,,1,0,0,0,93,0,0,0,6.41,,,2025-10-24 00:24:48,False
STEAM_0:0:958989309,WASKITA,DEF,2,51,,,6.2,,0,0,2,0,0,0,51,0,6.2,,,2025-10-23 02:57:33,False
STEAM_0:0:620402824,wass,DEF,1,78,,,6.49,,0,0,1,0,0,0,78,0,6.49,,,2026-07-03 23:57:51,False
STEAM_0:1:604151973,Westik,DEF,3,92,,,6.29,6.18,0,0,2,1,0,0,87,5,6.29,,,2026-06-18 20:12:47,False
STEAM_0:0:759471649,Wex,ATK,15,1120,6.99,6.31,6.51,,10,1,4,0,848,34,238,0,6.99,,,2025-07-01 01:24:16,False
STEAM_0:0:756882338,why?,MID,2,229,6.52,6.53,,,1,1,0,0,95,134,0,0,6.53,,,2026-06-15 01:49:34,False
STEAM_0:0:529065501,willplays08,ATK,3,267,6.49,6.43,,,2,1,0,0,192,75,0,0,6.49,,,2026-02-12 06:55:24,False
STEAM_0:1:945116291,Wonx,GK,1,9,,,,6.18,0,0,0,1,0,0,0,9,6.18,,,2026-08-03 05:26:30,False
STEAM_0:0:561764298,xanjo,DEF,3,245,,,6.47,,0,0,3,0,0,0,245,0,6.47,,,2025-05-02 19:03:49,False
STEAM_0:0:956706933,XenX,DEF,7,569,6.21,,7.01,,2,0,5,0,191,0,378,0,7.01,,,2026-02-26 03:33:15,False
STEAM_0:0:596096483,xva,ATK,2,185,6.49,,,,2,0,0,0,185,0,0,0,6.49,,,2025-02-27 01:21:50,False
STEAM_0:1:709565802,Xxx$SphynX$XX,DEF,2,193,,,6.49,,0,0,2,0,0,0,193,0,6.49,,,2026-05-04 02:26:32,False
STEAM_0:1:539806282,yleo,ATK,1,97,6.24,,,,1,0,0,0,97,0,0,0,6.24,,,2026-03-08 01:48:20,False
STEAM_0:1:362356728,Yonaiker3008,DEF,16,1278,6.16,,6.51,,4,0,12,0,265,0,1013,0,6.51,,,2026-07-14 02:18:04,False
STEAM_0:0:951858644,yoshiwa,ATK,2,181,6.21,,,,2,0,0,0,181,0,0,0,6.21,,,2025-10-10 19:09:34,False
STEAM_0:0:925712824,yw1n,MID,3,207,,6.32,6.32,6.2,0,1,1,1,0,94,93,20,6.32,,,2024-12-29 20:07:04,False
STEAM_0:1:4345,zamalito,ATK,5,315,6.13,6.28,6.13,,3,1,1,0,132,55,128,0,6.13,,,2026-07-21 07:34:13,False
STEAM_0:1:620821697,zamba,MID,10,710,6.71,6.93,6.4,,2,7,1,0,229,385,96,0,6.93,,,2026-06-30 23:47:19,False
STEAM_0:0:811596174,zell,ATK,1,92,6.37,,,,1,0,0,0,92,0,0,0,6.37,,,2025-05-06 19:26:06,False
STEAM_0:1:154204578,ZhadoW,ATK,1,94,6.22,,,,1,0,0,0,94,0,0,0,6.22,,,2025-02-02 17:03:55,False
STEAM_0:0:216661669,zlatan,ATK,18,1690,7.22,7.25,6.82,,8,6,4,0,857,557,276,0,7.22,,,2026-05-28 02:30:17,False
STEAM_0:0:638812781,zoe,DEF,2,9,6.18,,6.19,,1,0,1,0,1,0,8,0,6.19,,,2025-12-28 05:15:56,False
STEAM_0:0:545451884,zte,DEF,1,70,,,6.54,,0,0,1,0,0,0,70,0,6.54,,,2026-07-01 23:02:59,False
STEAM_0:1:459984071,zundron,DEF,1,49,,,6.27,,0,0,1,0,0,0,49,0,6.27,,,2026-04-23 19:06:28,False
STEAM_0:0:954587137,ZXF,DEF,1,6,,,6.18,,0,0,1,0,0,0,6,0,6.18,,,2026-07-30 03:10:25,False
STEAM_0:0:388586694,вор  emil67,DEF,1,4,,,6.18,,0,0,1,0,0,0,4,0,6.18,,,2026-05-17 21:35:24,False
STEAM_0:1:912129392,госуслуги,DEF,1,48,,,6.22,,0,0,1,0,0,0,48,0,6.22,,,2026-01-10 03:58:51,False
