steamid,player,main_role,total_appearances,total_minutes,atk_rating,mid_rating,def_rating,gk_rating,atk_appearances,mid_appearances,def_appearances,gk_appearances,atk_minutes,mid_minutes,def_minutes,gk_minutes,main_role_rating,display_main_role_rating,rating,last_match_at,is_official_rating
STEAM_0:1:787992769,kliy,ATK,502,40909,9.15,9.09,7.14,6.77,371,95,20,16,32655,6508,937,809,9.15,9.15,9.15,2026-08-25 05:47:01,True
STEAM_0:0:838076937,yeico,ATK,691,56243,9.03,9.01,7.61,6.73,378,258,22,33,32319,21094,1390,1440,9.03,9.03,9.03,2026-08-22 23:45:02,True
STEAM_0:0:591586986,... 1  half,MID,557,43642,8.25,8.96,7.92,7.79,160,270,52,75,13742,22700,3343,3857,8.96,8.96,8.96,2026-08-25 05:47:01,True
STEAM_0:0:495288729,..,ATK,1063,92087,8.89,8.81,8.37,7.36,830,106,98,29,75762,8106,7180,1039,8.89,8.89,8.89,2026-08-24 02:29:10,True
STEAM_0:1:126572080,Krythx,MID,249,20837,8.88,9.01,8.23,7.6,85,118,30,16,7362,10315,2249,911,9.01,8.83,8.83,2026-08-10 01:15:20,True
STEAM_0:0:87757576,daniel,MID,97,8196,8.23,8.78,6.57,,45,49,3,0,3696,4338,162,0,8.78,8.77,8.77,2026-08-17 05:59:17,True
STEAM_0:0:523865819,shaq,DEF,548,39679,6.98,8.05,8.74,7.95,23,36,310,179,1250,2407,26622,9400,8.74,8.74,8.74,2026-08-24 02:29:10,True
STEAM_0:1:451783975,Papalito,ATK,456,34759,8.94,8.53,7.94,7.2,307,74,49,26,25144,5108,3458,1049,8.94,8.72,8.72,2026-08-08 03:33:25,True
STEAM_0:1:776748154,Bicho,DEF,623,52418,7.7,8.24,8.71,6.36,108,70,437,8,8492,5341,38241,344,8.71,8.71,8.71,2026-08-22 23:45:02,True
STEAM_0:0:14773237,Bicho,ATK,76,6315,8.69,6.9,7.75,6.53,48,6,12,10,4445,432,1013,425,8.69,8.69,8.69,2026-08-25 05:47:01,True
STEAM_0:1:6064525,Bonny Lovy,MID,121,7784,7.45,8.65,7.05,6.77,24,74,15,8,1030,5350,948,456,8.65,8.65,8.65,2026-08-24 02:29:10,True
STEAM_0:0:842808826,0,DEF,1322,108691,8.41,8.8,8.63,6.26,158,260,866,38,12784,20998,73510,1399,8.63,8.63,8.63,2026-08-24 02:29:10,True
STEAM_0:0:423977434,Pisco,ATK,412,34827,8.59,8.3,7.77,6.42,330,39,33,10,29848,2260,2404,315,8.59,8.59,8.59,2026-08-25 05:47:01,True
STEAM_0:1:588628560,Brandon_BQM,DEF,386,28588,7.8,8.53,8.58,7.39,44,94,129,119,3711,7633,10633,6611,8.58,8.58,8.58,2026-08-24 02:10:02,True
STEAM_0:0:115985751,Chuky,MID,273,23654,7.2,8.55,7.9,6.3,93,137,42,1,8015,12099,3485,55,8.55,8.55,8.55,2026-08-22 23:45:02,True
STEAM_0:0:449236,LagHank,DEF,200,19033,6.73,6.87,8.56,,2,5,193,0,197,469,18367,0,8.56,8.52,8.52,2026-08-16 01:58:25,True
STEAM_0:0:581528215,Alexxx,MID,115,10957,8.45,8.47,6.79,,38,71,6,0,3543,6860,554,0,8.47,8.47,8.47,2026-08-22 23:45:02,True
STEAM_0:1:741203476,larry,DEF,862,62382,8.51,8.86,8.47,7.32,113,136,437,176,8655,10975,34417,8335,8.47,8.47,8.47,2026-08-22 23:45:02,True
STEAM_0:0:712559796,Santana,ATK,657,50691,8.44,8.96,8.45,6.6,288,236,112,21,23404,18853,7968,466,8.44,8.44,8.44,2026-08-22 06:07:20,True
STEAM_0:1:127001049,bagobread,ATK,156,13886,8.43,8.75,7.08,6.35,91,58,5,2,8197,5289,335,65,8.43,8.43,8.43,2026-08-25 05:47:01,True
STEAM_0:1:146620910,messipelado,ATK,561,43765,8.75,8.53,8.22,6.74,301,81,114,65,26762,5535,8593,2875,8.75,8.4,8.4,2026-08-01 02:09:50,True
STEAM_0:0:709867121,Garotinho,MID,279,20458,6.71,8.36,7.84,6.31,26,198,41,14,1586,15339,3124,409,8.36,8.36,8.36,2026-08-25 05:47:01,True
STEAM_0:1:631317413,el raro,DEF,441,32621,6.77,8.1,8.26,6.98,108,103,179,51,7824,8054,14384,2359,8.26,8.26,8.26,2026-08-22 22:07:36,True
STEAM_0:1:722278941,R1CARDR0,DEF,330,28655,7.46,8.08,8.22,5.99,64,54,211,1,5615,3709,19306,25,8.22,8.22,8.22,2026-08-25 05:47:01,True
STEAM_0:0:631503315,Loki,DEF,280,23006,7.36,7.4,8.21,6.31,46,47,166,21,4083,2729,14988,1206,8.21,8.21,8.21,2026-08-22 06:07:20,True
STEAM_0:1:548283418,iRyx21,DEF,589,48501,7.45,7.26,8.2,6.73,43,20,495,31,3285,1313,42409,1494,8.2,8.2,8.2,2026-08-22 23:45:02,True
STEAM_0:1:567092520,EmeVeSe,ATK,79,7053,8.14,7.1,7.36,5.88,58,6,13,2,5588,461,940,64,8.14,8.14,8.14,2026-08-22 23:45:02,True
STEAM_0:1:4812742,Fallen,ATK,74,6089,8.14,8.35,7.46,6.2,34,27,11,2,2793,2371,823,102,8.14,8.14,8.14,2026-08-22 02:44:28,True
STEAM_0:0:613214094,Nayinb Bukele,DEF,604,45431,7.58,8.04,8.11,6.7,149,139,246,70,12005,10895,19213,3318,8.11,8.11,8.11,2026-08-22 06:07:20,True
STEAM_0:1:627950827,The Chosen One,ATK,169,11870,8.09,7.98,7.61,6.16,90,38,36,5,6881,2427,2449,113,8.09,8.09,8.09,2026-08-22 22:07:36,True
STEAM_0:1:512399309,kevin roldan,DEF,126,10072,6.42,6.93,8.08,6.11,9,6,108,3,656,320,9090,6,8.08,8.08,8.08,2026-08-22 02:26:28,True
STEAM_0:0:566727630,Snowy,GK,600,40537,8.1,8.07,7.93,8.0,209,40,73,278,18283,2899,4956,14399,8.0,7.98,7.98,2026-08-16 22:44:16,True
STEAM_0:0:783894272,gus,DEF,509,42570,7.19,7.22,7.94,6.31,155,37,313,4,13528,2244,26603,195,7.94,7.94,7.94,2026-08-22 22:07:36,True
STEAM_0:1:428625097,Richie,DEF,201,17201,6.08,6.29,7.94,6.02,7,2,188,4,139,28,16804,230,7.94,7.94,7.94,2026-08-25 05:47:01,True
STEAM_0:1:550341195,slwy,ATK,88,7579,8.06,7.39,7.13,6.53,76,7,4,1,6701,480,366,32,8.06,7.88,7.88,2026-08-09 22:20:36,True
STEAM_0:1:608932992,TaxiCrousty,ATK,55,4588,8.68,6.36,6.58,6.18,46,4,4,1,4105,192,285,6,8.68,7.85,7.85,2026-06-20 21:17:36,True
STEAM_0:1:933229562,yankee,ATK,67,5436,7.88,6.7,6.17,,58,5,4,0,5126,271,39,0,7.88,7.84,7.84,2026-08-16 01:58:25,True
STEAM_0:0:27418277,autip-,ATK,348,31280,8.41,8.88,8.44,6.42,176,105,60,7,16814,8674,5566,226,8.41,7.82,7.82,2026-07-15 22:27:28,True
STEAM_0:0:672972390,foofey,ATK,57,3960,7.78,6.87,6.82,,36,9,12,0,2955,374,631,0,7.78,7.78,7.78,2026-08-25 05:47:01,True
STEAM_0:0:910181096,KRug4,DEF,286,19337,6.62,7.18,7.78,6.73,16,39,147,84,940,2709,11774,3914,7.78,7.78,7.78,2026-08-25 05:47:01,True
STEAM_0:0:600668238,la ardilla,MID,265,21230,7.43,8.15,7.72,6.8,80,88,64,33,6990,7767,4998,1475,8.15,7.72,7.72,2026-07-27 21:12:56,True
STEAM_0:0:770884976,PAWIS9992,DEF,133,10190,6.83,7.38,7.72,6.13,52,28,52,1,3979,2000,4210,1,7.72,7.72,7.72,2026-08-24 02:10:02,True
STEAM_0:1:500569573,Happy Maxi,DEF,58,5068,6.7,8.04,8.04,,6,20,32,0,348,1802,2918,0,8.04,7.7,7.7,2026-08-01 21:08:52,True
STEAM_0:1:788528725,Anthony,DEF,176,12934,6.48,6.59,8.01,6.74,15,7,137,17,1042,455,10443,994,8.01,7.69,7.69,2026-08-02 21:41:35,True
STEAM_0:0:640057029,Arthur,ATK,59,5003,8.64,7.5,6.32,6.26,43,10,2,4,4144,485,185,189,8.64,7.64,7.64,2026-05-16 21:10:57,True
STEAM_0:0:650460285,EltyTongo48,ATK,171,14401,7.64,7.19,6.77,6.14,143,13,8,7,12733,795,525,348,7.64,7.64,7.64,2026-08-24 02:29:10,True
STEAM_0:1:512006848,div3,ATK,108,9170,8.57,8.39,7.74,,57,36,15,0,4952,2948,1270,0,8.57,7.62,7.62,2026-05-31 07:03:38,True
STEAM_0:0:557206486,kobbeh,ATK,305,24028,8.22,6.95,7.51,6.56,185,22,67,31,16491,1188,4789,1560,8.22,7.58,7.58,2026-07-12 05:09:42,True
STEAM_0:0:615562055,sand,DEF,79,5498,6.54,6.92,7.74,6.58,14,13,46,6,963,872,3413,250,7.74,7.54,7.54,2026-08-09 03:34:33,True
STEAM_0:1:597838122,Gabz,DEF,107,8845,6.13,6.79,8.25,,3,4,100,0,62,184,8599,0,8.25,7.53,7.53,2026-07-04 01:31:22,True
STEAM_0:0:627138616,Sebah,ATK,54,4477,7.52,7.16,6.59,6.09,34,13,4,3,3095,1094,260,28,7.52,7.52,7.52,2026-08-25 05:47:01,True
STEAM_0:1:702927026,... 1  half,MID,51,4149,7.97,8.01,7.57,,12,26,13,0,1003,2181,965,0,8.01,7.51,7.51,2026-07-23 04:18:29,True
STEAM_0:1:590458372,Kq,ATK,101,8150,7.5,7.27,7.07,,52,17,32,0,4339,1353,2458,0,7.5,7.49,7.49,2026-08-17 05:59:17,True
STEAM_0:0:115494837,eSlicer,GK,180,11222,7.19,8.28,8.21,7.68,30,35,51,64,1516,2650,3567,3489,7.68,7.48,7.48,2026-08-09 03:34:33,True
STEAM_0:0:837955394,hi,ATK,98,7712,8.31,7.79,7.64,7.03,60,16,19,3,4849,1304,1400,159,8.31,7.48,7.48,2026-06-20 21:17:36,True
STEAM_0:1:219335408,hijo de TRT,ATK,66,4825,7.7,7.32,6.91,,43,14,9,0,3270,1078,477,0,7.7,7.48,7.48,2026-08-08 04:17:22,True
STEAM_0:1:632931415,Adrian,ATK,142,11241,7.47,6.18,7.27,6.07,106,3,32,1,9112,121,1996,12,7.47,7.47,7.47,2026-08-22 02:44:28,True
STEAM_0:1:625844098,srv,ATK,546,42453,7.46,7.82,8.14,7.11,201,104,182,59,17051,8080,14759,2563,7.46,7.46,7.46,2026-08-22 02:44:28,True
STEAM_0:1:610012349,killerby,ATK,66,6011,7.81,7.03,7.4,6.37,51,6,8,1,4839,469,646,57,7.81,7.36,7.36,2026-07-26 03:50:44,True
STEAM_0:1:795040256,Lolo,DEF,277,20695,7.51,8.22,8.08,6.25,89,88,98,2,6808,6627,7209,51,8.08,7.36,7.36,2026-07-04 04:54:39,True
STEAM_0:0:692640108,KRug4,DEF,356,25198,7.36,7.68,8.09,6.96,32,47,208,69,2086,3304,16677,3131,8.09,7.29,7.29,2026-06-25 04:55:55,True
STEAM_0:0:444329654,CameraGuy,DEF,259,18884,6.89,6.84,7.27,6.05,82,25,129,23,6488,1211,10237,948,7.27,7.27,7.27,2026-08-24 02:29:10,True
STEAM_0:0:595312991,Kz,MID,74,5654,7.0,7.47,7.27,6.0,20,30,22,2,1555,2337,1726,36,7.47,7.27,7.27,2026-08-09 01:22:25,True
STEAM_0:1:521709613,mamastroso,ATK,76,5592,8.0,8.21,6.47,,40,33,3,0,2840,2531,221,0,8.0,7.17,7.17,2026-06-20 23:45:00,True
STEAM_0:0:739389891,killerby,ATK,88,7753,7.88,6.9,6.77,6.16,69,9,8,2,6389,683,599,82,7.88,7.16,7.16,2026-07-04 21:34:42,True
STEAM_0:0:536431230,sheepey,ATK,105,8149,8.3,6.56,6.47,,93,5,7,0,7531,266,352,0,8.3,7.15,7.15,2025-12-09 00:01:30,True
STEAM_0:0:456191419,kt32.32,ATK,121,9182,8.27,7.45,6.73,6.19,102,14,4,1,8071,798,312,1,8.27,7.13,7.13,2025-12-16 22:57:43,True
STEAM_0:1:737967889,FatCat,DEF,163,12349,6.44,6.73,8.27,6.48,9,7,129,18,629,453,10375,892,8.27,7.12,7.12,2025-05-01 22:32:55,True
STEAM_0:1:846551844,Pepe Martines,GK,607,39729,8.16,7.62,8.02,7.12,208,38,114,247,16889,2554,7769,12517,7.12,7.12,7.12,2026-08-22 23:45:02,True
STEAM_0:1:566113342,T3MP0,DEF,80,6828,7.33,7.46,7.66,6.19,15,19,44,2,1427,1541,3775,85,7.66,7.11,7.11,2026-07-19 03:09:23,True
STEAM_0:1:701404455,Enfasis,DEF,60,4714,6.41,6.44,7.8,6.36,11,3,37,9,676,181,3271,586,7.8,6.97,6.97,2026-06-21 01:27:00,True
STEAM_0:0:565662550,ChetosDeQueso,GK,279,14714,6.18,6.68,6.93,6.95,25,12,58,184,1495,535,3543,9141,6.95,6.95,6.95,2026-08-22 23:45:02,True
STEAM_0:0:621872754,Pipetm,DEF,103,7923,6.36,7.63,7.75,6.23,16,32,49,6,1048,2669,3963,243,7.75,6.91,6.91,2026-06-19 01:12:58,True
STEAM_0:1:753309466,diego,DEF,154,11505,6.14,6.14,8.03,,2,2,150,0,32,1,11472,0,8.03,6.88,6.88,2025-12-06 00:06:02,True
STEAM_0:0:693474670,Enlosbloquesonando,DEF,58,4261,6.07,6.86,7.55,,6,17,35,0,347,1221,2693,0,7.55,6.72,6.72,2026-06-21 01:27:00,True
STEAM_0:0:887120221,Pedri,DEF,70,4594,6.38,7.01,7.3,6.32,19,9,31,11,1166,638,2198,592,7.3,6.72,6.72,2026-07-17 05:17:56,True
STEAM_0:1:658775989,flancito,ATK,127,9595,7.16,6.92,7.08,6.39,74,9,40,4,6374,288,2817,116,7.16,6.71,6.71,2026-07-25 23:49:23,True
STEAM_0:0:641661038,sexo,ATK,123,10084,7.61,7.32,8.2,6.23,59,16,46,2,5128,1148,3709,99,7.61,6.68,6.68,2026-06-05 03:39:41,True
STEAM_0:0:845055840,Deravi,DEF,82,5333,5.94,6.03,6.73,5.79,25,9,31,17,1686,593,2226,828,6.73,6.53,6.53,2026-08-08 22:31:59,True
STEAM_0:0:898995799,coca,DEF,136,9320,6.36,6.23,7.6,,37,12,87,0,2508,543,6269,0,7.6,6.49,6.49,2026-03-19 00:07:55,True
STEAM_0:1:595566459,Giel,GK,62,4148,6.7,6.32,7.31,6.71,4,3,10,45,420,53,1033,2642,6.71,6.39,6.39,2026-08-03 02:24:35,True
STEAM_0:0:921231302,hus hus hus,ATK,153,10263,6.89,7.56,7.43,6.78,54,52,33,14,3696,3934,1905,728,6.89,6.18,6.18,2026-07-05 00:29:18,True
STEAM_0:0:511909092,CHOMAS EL TORTA POUNDER,GK,57,3557,6.3,6.5,7.47,7.18,3,3,21,30,146,310,1555,1546,7.18,6.03,6.03,2025-08-15 03:11:05,True
STEAM_0:1:705029347,courtois prime,GK,62,4418,6.22,6.22,6.81,6.72,2,2,8,50,124,107,701,3486,6.72,5.57,5.57,2025-06-30 22:12:13,True
STEAM_0:1:765786570,! Mariusss,ATK,1,100,6.36,,,,1,0,0,0,100,0,0,0,6.36,,,2026-08-01 00:28:08,False
STEAM_0:0:633792369,(AGNAR OFLATO DE GOL),ATK,22,1640,6.82,6.15,6.84,,15,2,5,0,1254,48,338,0,6.82,,,2026-06-14 00:23:42,False
STEAM_0:0:464875566,",",MID,1,0,,6.45,,,0,1,0,0,0,0,0,0,6.45,,,2026-03-12 03:56:06,False
STEAM_0:1:626862128,1,ATK,4,257,6.34,,6.32,,3,0,1,0,198,0,59,0,6.34,,,2025-05-06 23:25:03,False
STEAM_0:0:533877165,1.7block,DEF,1,96,,,6.49,,0,0,1,0,0,0,96,0,6.49,,,2026-03-15 19:34:10,False
STEAM_0:0:510262918,2.0 tdi future,DEF,3,195,,,6.5,,0,0,3,0,0,0,195,0,6.5,,,2025-06-17 02:00:09,False
STEAM_0:1:944499005,2P,ATK,8,551,6.59,6.35,6.45,6.14,3,2,2,1,281,123,108,39,6.59,,,2026-04-12 22:10:09,False
STEAM_0:1:396797855,2pac,ATK,28,2167,7.34,7.08,7.03,6.24,18,3,6,1,1438,283,417,29,7.34,,,2026-08-09 23:58:13,False
STEAM_0:1:695377651,4-star USB,ATK,2,161,6.25,6.21,,,1,1,0,0,93,68,0,0,6.25,,,2025-05-19 21:16:39,False
STEAM_0:0:585674126,931491321,ATK,12,559,6.14,,6.36,,8,0,4,0,340,0,219,0,6.14,,,2025-09-30 00:15:34,False
STEAM_0:1:938173471,abbykoolstar,ATK,34,2212,6.77,6.09,6.81,,21,3,10,0,1643,19,550,0,6.77,,,2026-08-10 01:15:20,False
STEAM_0:0:138368601,abe,ATK,2,138,6.39,,,,2,0,0,0,138,0,0,0,6.39,,,2025-01-22 02:49:41,False
STEAM_0:1:640722264,Abo Kevin,DEF,13,941,6.57,6.33,6.25,,5,1,7,0,366,93,482,0,6.25,,,2026-04-06 22:58:35,False
STEAM_0:0:227155941,abou,ATK,1,59,6.22,,,,1,0,0,0,59,0,0,0,6.22,,,2025-02-21 23:35:57,False
STEAM_0:0:629172715,aceituncula,DEF,10,795,6.19,,6.96,,1,0,9,0,21,0,774,0,6.96,,,2025-10-29 22:44:34,False
STEAM_0:0:661322564,acsa,DEF,44,2711,6.49,6.68,7.18,,10,4,30,0,503,286,1922,0,7.18,,,2026-06-21 00:44:53,False
STEAM_0:0:12997958,Adam,MID,6,294,,6.32,6.33,,0,3,3,0,0,175,119,0,6.32,,,2026-05-09 00:28:54,False
STEAM_0:1:417074916,adam,DEF,1,97,,,6.35,,0,0,1,0,0,0,97,0,6.35,,,2026-04-01 19:22:33,False
STEAM_0:1:384307135,Adrian (D4?),DEF,41,3730,6.6,6.32,6.74,,14,1,26,0,1216,99,2415,0,6.74,,,2026-07-15 22:27:28,False
STEAM_0:0:714175325,Adrian no prime,DEF,38,2135,6.59,6.78,6.55,6.44,10,5,13,10,542,298,868,427,6.55,,,2025-12-15 00:00:36,False
STEAM_0:1:242201944,afonser,ATK,1,124,6.25,,,,1,0,0,0,124,0,0,0,6.25,,,2025-04-21 03:37:05,False
STEAM_0:1:18913938,Aguero,DEF,5,326,6.39,6.22,6.75,,2,1,2,0,127,19,180,0,6.75,,,2026-08-06 02:12:41,False
STEAM_0:1:649245246,Agustin.,ATK,22,1592,6.99,6.49,6.77,,15,2,5,0,1164,139,289,0,6.99,,,2025-05-18 01:33:40,False
STEAM_0:0:742843040,AIDEN,ATK,5,461,6.71,,6.4,,4,0,1,0,365,0,96,0,6.71,,,2026-07-19 00:31:45,False
STEAM_0:1:629129534,akarisinho,ATK,4,336,6.46,,6.34,,3,0,1,0,275,0,61,0,6.46,,,2025-02-19 01:03:30,False
STEAM_0:1:569882418,alberteg,DEF,1,94,,,6.33,,0,0,1,0,0,0,94,0,6.33,,,2025-03-08 20:05:45,False
STEAM_0:0:528551805,alexithymia,ATK,1,64,6.27,,,,1,0,0,0,64,0,0,0,6.27,,,2026-01-05 02:59:16,False
STEAM_0:0:709307346,Alfaro la cabra,ATK,27,2005,6.38,6.93,6.14,,14,10,3,0,911,917,177,0,6.38,,,2026-03-15 22:48:28,False
STEAM_0:1:579053690,Alfred SIUUU,ATK,1,1,6.15,,,,1,0,0,0,1,0,0,0,6.15,,,2026-04-30 00:40:00,False
STEAM_0:1:949395375,amatro617,DEF,2,151,,,6.23,,0,0,2,0,0,0,151,0,6.23,,,2026-02-23 04:03:14,False
STEAM_0:1:110486389,ardilla,DEF,4,314,6.53,6.35,6.34,,1,1,2,0,127,36,151,0,6.34,,,2026-04-12 22:10:09,False
STEAM_0:0:819665662,azzioo,MID,5,362,6.53,6.54,,,2,3,0,0,166,196,0,0,6.54,,,2026-03-23 21:56:08,False
STEAM_0:1:415298645,BARRA BRAVA DE VK,ATK,9,739,7.13,,6.52,,7,0,2,0,588,0,151,0,7.13,,,2026-08-09 23:58:13,False
STEAM_0:0:252753,BEAST,ATK,10,901,7.11,,6.52,,8,0,2,0,785,0,116,0,7.11,,,2025-04-04 23:07:42,False
STEAM_0:1:503318191,BeBup,ATK,1,7,6.15,,,,1,0,0,0,7,0,0,0,6.15,,,2026-08-01 07:37:57,False
STEAM_0:0:414303735,Belico,ATK,3,227,6.27,6.22,6.26,,1,1,1,0,101,27,99,0,6.27,,,2026-03-28 21:14:48,False
STEAM_0:1:570682118,Benadryl For My Head Cs It Hurt,MID,1,97,,6.35,,,0,1,0,0,0,97,0,0,6.35,,,2026-06-23 04:56:43,False
STEAM_0:1:244723498,Benj,DEF,2,186,6.1,,6.22,,1,0,1,0,90,0,96,0,6.22,,,2026-03-23 21:56:08,False
STEAM_0:1:104861260,Bennson Von-Dogsmirkle,DEF,1,133,,,6.34,,0,0,1,0,0,0,133,0,6.34,,,2026-07-03 23:57:51,False
STEAM_0:0:576714833,Big Shaq,MID,2,186,,6.48,,,0,2,0,0,0,186,0,0,6.48,,,2025-04-28 22:06:31,False
STEAM_0:0:531546474,biggy,GK,2,59,,,6.2,6.55,0,0,1,1,0,0,8,51,6.55,,,2026-04-27 20:51:52,False
STEAM_0:0:365241547,blackho.Dz,DEF,1,5,,,6.18,,0,0,1,0,0,0,5,0,6.18,,,2026-06-11 02:06:58,False
STEAM_0:0:752697450,blessed,DEF,2,115,,,6.49,,0,0,2,0,0,0,115,0,6.49,,,2026-06-08 01:40:43,False
STEAM_0:0:402535868,brandonl12451,ATK,3,267,6.39,,6.43,,2,0,1,0,172,0,95,0,6.39,,,2025-11-27 03:35:37,False
STEAM_0:1:62198196,brodrick,ATK,31,2043,6.8,6.32,6.4,6.35,18,4,8,1,1432,248,327,36,6.8,,,2026-07-12 04:47:53,False
STEAM_0:1:390661416,bugatti,DEF,1,12,,,6.22,,0,0,1,0,0,0,12,0,6.22,,,2026-07-15 22:08:59,False
STEAM_0:0:20517562,Bullet,DEF,5,491,6.53,,6.83,,1,0,4,0,128,0,363,0,6.83,,,2026-05-09 22:41:37,False
STEAM_0:1:516751201,Burri,MID,2,142,,6.53,,,0,2,0,0,0,142,0,0,6.53,,,2026-02-21 04:31:46,False
STEAM_0:0:547506296,busti,DEF,1,8,,,6.19,,0,0,1,0,0,0,8,0,6.19,,,2025-07-21 01:16:55,False
STEAM_0:1:842567190,c?,DEF,3,103,,,6.29,,0,0,3,0,0,0,103,0,6.29,,,2025-05-09 00:23:54,False
STEAM_0:1:763949348,cabezamagica,ATK,1,1,6.17,,,,1,0,0,0,1,0,0,0,6.17,,,2025-10-15 00:30:21,False
STEAM_0:0:650973699,caca,MID,1,49,,6.33,,,0,1,0,0,0,49,0,0,6.33,,,2025-10-10 20:25:55,False
STEAM_0:0:650114052,caki,DEF,1,94,,,6.38,,0,0,1,0,0,0,94,0,6.38,,,2026-03-08 02:54:33,False
STEAM_0:0:939285425,carrilloesper6,DEF,2,107,,,6.22,,0,0,2,0,0,0,107,0,6.22,,,2026-02-01 22:43:10,False
STEAM_0:1:547993744,Caschy3,DEF,3,350,6.15,,6.58,,1,0,2,0,123,0,227,0,6.58,,,2026-07-27 21:12:56,False
STEAM_0:1:521955666,Casillas,MID,1,32,,6.37,,,0,1,0,0,0,32,0,0,6.37,,,2026-07-03 00:21:07,False
STEAM_0:1:672441265,CASSETTI,DEF,2,150,,6.22,6.2,,0,1,1,0,0,68,82,0,6.2,,,2025-02-27 00:24:03,False
STEAM_0:0:711692002,cassetti pases picanteslatich,DEF,1,67,,,6.26,,0,0,1,0,0,0,67,0,6.26,,,2025-01-14 03:39:34,False
STEAM_0:0:961991703,Cassetti.,DEF,2,176,,,6.43,,0,0,2,0,0,0,176,0,6.43,,,2025-10-22 22:06:10,False
STEAM_0:1:963327449,Cassetti.,DEF,1,16,,,6.21,,0,0,1,0,0,0,16,0,6.21,,,2025-10-12 21:06:45,False
STEAM_0:0:595721197,Cchap Cchap,DEF,1,6,,,6.19,,0,0,1,0,0,0,6,0,6.19,,,2025-05-25 00:35:20,False
STEAM_0:0:393572450,CECH,MID,2,34,,6.22,,6.11,0,1,0,1,0,27,0,7,6.22,,,2026-04-16 20:51:28,False
STEAM_0:0:242190167,chaps,MID,1,53,,6.34,,,0,1,0,0,0,53,0,0,6.34,,,2026-02-14 02:45:32,False
STEAM_0:0:196859543,CheezyChips,ATK,5,376,6.48,6.41,6.35,6.03,2,1,1,1,168,98,96,14,6.48,,,2026-08-02 02:01:58,False
STEAM_0:1:61921742,Chicharito,DEF,49,3964,6.61,7.66,8.06,,7,13,29,0,540,1164,2260,0,8.06,,,2026-07-23 04:18:29,False
STEAM_0:1:456522099,Churrito,ATK,7,486,6.37,,6.54,,5,0,2,0,329,0,157,0,6.37,,,2026-07-24 06:11:14,False
STEAM_0:0:153856297,Cian,ATK,1,12,6.18,,,,1,0,0,0,12,0,0,0,6.18,,,2025-02-20 02:48:58,False
STEAM_0:1:740689232,CJ!!,ATK,2,93,6.18,,6.25,,1,0,1,0,47,0,46,0,6.18,,,2025-06-09 00:10:41,False
STEAM_0:1:866129319,Classify,DEF,3,271,,,6.65,,0,0,3,0,0,0,271,0,6.65,,,2026-01-29 00:59:52,False
STEAM_0:0:54856986,cloudchaser,ATK,30,1991,7.11,6.66,6.33,,24,4,2,0,1628,260,103,0,7.11,,,2026-07-15 23:13:19,False
STEAM_0:1:571808921,coca,DEF,17,1144,6.31,6.68,6.6,,6,4,7,0,356,360,428,0,6.6,,,2026-03-28 21:14:48,False
STEAM_0:1:739942874,Coflita,GK,1,4,,,,6.11,0,0,0,1,0,0,0,4,6.11,,,2026-03-12 03:56:06,False
STEAM_0:0:634551970,colon,DEF,4,389,6.39,6.48,6.56,,1,1,2,0,92,100,197,0,6.56,,,2026-05-17 02:24:12,False
STEAM_0:1:222152620,conabzb,DEF,1,52,,,6.34,,0,0,1,0,0,0,52,0,6.34,,,2025-02-06 02:22:47,False
STEAM_0:0:602779985,costa,DEF,5,78,,6.14,6.43,,0,2,3,0,0,0,78,0,6.43,,,2026-02-24 21:23:12,False
STEAM_0:1:452707123,Cotizado,ATK,1,2,6.16,,,,1,0,0,0,2,0,0,0,6.16,,,2025-11-27 03:35:37,False
STEAM_0:1:695163331,Cuevita,DEF,12,733,6.3,6.33,6.6,6.36,1,3,5,3,94,118,299,222,6.6,,,2025-06-06 03:43:31,False
STEAM_0:0:509098898,CvRon,ATK,4,348,6.46,6.36,,,3,1,0,0,272,76,0,0,6.46,,,2025-06-04 00:49:15,False
STEAM_0:1:385317914,D law (oda),DEF,1,131,,,6.47,,0,0,1,0,0,0,131,0,6.47,,,2026-03-14 03:48:39,False
STEAM_0:1:404134209,dan.dan.gles,DEF,1,2,,,6.18,,0,0,1,0,0,0,2,0,6.18,,,2026-05-24 03:38:28,False
STEAM_0:0:455145222,darwizzy,ATK,1,1,6.18,,,,1,0,0,0,1,0,0,0,6.18,,,2025-03-16 02:04:54,False
STEAM_0:0:939167102,david.,MID,2,19,6.2,6.26,,,1,1,0,0,9,10,0,0,6.26,,,2025-03-31 00:09:06,False
STEAM_0:1:194282603,Del,DEF,10,792,6.15,,6.66,6.18,4,0,5,1,290,0,489,13,6.66,,,2026-07-21 07:34:13,False
STEAM_0:1:560167076,Deltazz,ATK,4,269,6.7,,6.56,,2,0,2,0,196,0,73,0,6.7,,,2026-08-06 02:12:41,False
STEAM_0:0:742547054,DemZo,ATK,23,1927,7.62,6.51,6.46,,19,3,1,0,1645,185,97,0,7.62,,,2026-08-05 03:04:53,False
STEAM_0:1:456668647,Denqty,MID,1,94,,6.28,,,0,1,0,0,0,94,0,0,6.28,,,2025-04-28 01:26:31,False
STEAM_0:1:559774238,Dert,DEF,7,462,,,6.39,6.33,0,0,5,2,0,0,356,106,6.39,,,2025-05-25 23:26:53,False
