match_id,home_guild_id,away_guild_id,home_team_name,away_team_name,home_score,away_score,datetime,extratime,penalties,substitutions,home_lineup,away_lineup,game_type
20260125220118iocaa-v-iocab4-5,,,IOSoccer Central America A,IOSoccer Central America B,4,5,2026-01-26 02:33:59,True,False,"[{""time"": 3116, ""team"": ""home"", ""player_out"": {""steam_id"": ""STEAM_0:1:702927026"", ""name"": ""... 1  half"", ""position"": ""GK""}, ""player_in"": {""steam_id"": ""STEAM_0:0:523865819"", ""name"": ""shaq"", ""position"": ""GK""}}, {""time"": 6360, ""team"": ""home"", ""player_out"": {""steam_id"": ""STEAM_0:0:444329654"", ""name"": ""CameraGuy"", ""position"": ""LB""}, ""player_in"": {""steam_id"": ""STEAM_0:1:702927026"", ""name"": ""... 1  half"", ""position"": ""LB""}}, {""time"": 3116, ""team"": ""away"", ""player_out"": {""steam_id"": ""STEAM_0:1:702927026"", ""name"": ""... 1  half"", ""position"": ""GK""}, ""player_in"": {""steam_id"": ""STEAM_0:0:523865819"", ""name"": ""shaq"", ""position"": ""GK""}}]","[{""steam_id"": ""STEAM_0:0:423977434"", ""name"": ""Pisco"", ""position"": ""LW""}, {""steam_id"": ""STEAM_0:1:787992769"", ""name"": ""kliy"", ""position"": ""RW""}, {""steam_id"": ""STEAM_0:1:597838122"", ""name"": ""Gabz"", ""position"": ""RB""}, {""steam_id"": ""STEAM_0:0:523865819"", ""name"": ""shaq"", ""position"": ""LB""}, {""steam_id"": ""STEAM_0:1:512006848"", ""name"": ""div3"", ""position"": ""CM""}]","[{""steam_id"": ""STEAM_0:1:929272359"", ""name"": ""kruG4"", ""position"": ""RB""}, {""steam_id"": ""STEAM_0:0:712559796"", ""name"": ""Santana"", ""position"": ""LB""}, {""steam_id"": ""STEAM_0:1:627950827"", ""name"": ""Silver"", ""position"": ""LW""}, {""steam_id"": ""STEAM_0:1:702927026"", ""name"": ""... 1  half"", ""position"": ""GK""}, {""steam_id"": ""STEAM_0:0:495288729"", ""name"": ""gay"", ""position"": ""RW""}, {""steam_id"": ""STEAM_0:0:531523175"", ""name"": ""yankee"", ""position"": ""CM""}]",6v6
